Map,Target,Slot,Asset,Service,Stage,Hero Suitability,Evidence,Privacy,Page Status,Flag,Arabic Alt
Privacy Hold,Villa Cleaning,HELD,vibe-clean-pro-floor-cleaning-service-stage-001-1.webp,Villa Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-floor-cleaning-service-stage-001-2.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-floor-cleaning-villa-outdoor-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-general-cleaning-4.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-general-cleaning-5.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,vibe-clean-pro-glass-cleaning-rooftop-railing-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-glass-cleaning-service-riyadh-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,vibe-clean-pro-glass-cleaning-service-riyadh-stage-001.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,vibe-clean-pro-glass-cleaning-service-stage-001-4.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-glass-cleaning-service-stage-001-5.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-glass-cleaning-service-stage-during-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,vibe-clean-pro-glass-cleaning-stage-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-home-cleaning-dining-table-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-home-cleaning-dresser-wipe-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-living-room-carpet-vacuuming-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-marble-stair-cleaning-riyadh-001.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-chair-cleaning-stage-during.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-desk-wiping-riyadh.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-glass-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-service-stage-001-1.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-service-stage-during.webp,Office Cleaning,During,Excellent,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-stage-during-001-1.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-stage-during-001-2.webp,Office Cleaning,During,Excellent,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-stage-during-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-stage-during.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-worker-desks-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,vibe-clean-pro-office-cleaning-worker-window-001-1.webp,Glass Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-worker-wiping-desk-riyadh.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-cleaning-worker-wiping-drawer.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-glass-cleaning-riyadh-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-office-glass-cleaning-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-outdoor-cleaning-worker-sweeping-leaves-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-outdoor-floor-cleaning-riyadh-stage-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Garden / Exterior Cleaning,HELD,vibe-clean-pro-outdoor-furniture-cleaning-riyadh-001.webp,Garden / Exterior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Garden / Exterior Cleaning,HELD,vibe-clean-pro-outdoor-furniture-cleaning-riyadh.webp,Garden / Exterior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Bathroom Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-bathroom-stage-001-3.webp,Bathroom Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-commercial-site-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-glass-facade-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-outdoor-stage-001-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-stage-001-4.webp,Office Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Villa Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-villa-001.webp,Villa Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,vibe-clean-pro-post-construction-cleaning-worker-stage-001-3.webp,Glass Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-post-construction-staircase-cleaning-riyadh.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-staircase-cleaning-service-riyadh-001.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-swimming-pool-cleaning-stage-during-riyadh-1.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,vibe-clean-pro-swimming-pool-cleaning-stage-during-riyadh.webp,Exterior Surface Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Disinfection / Deep Cleaning,HELD,vibe-clean-pro-team-disinfection-service-riyadh.webp,Disinfection / Deep Cleaning,During,Excellent,Strong Project Evidence,Yes,,Visible workers/team; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,vibe-clean-pro-upholstery-cleaning-living-room-stage-001.webp,Office Cleaning,During,Good,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Furniture Cleaning,HELD,vibe-clean-pro-water-tank-cleaning-stage-during.webp,Furniture Cleaning,During,Weak,Strong Project Evidence,Yes,,Workers clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,VID-20260507-WA0070.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Post-Construction Cleaning,HELD,VID-20260507-WA0072.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Post-Construction Cleaning,HELD,VID-20260507-WA0125.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,VID-20260507-WA0126.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,VID-20260507-WA0127.mp4,High-Level Interior Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,VID-20260507-WA0128.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Villa Cleaning,HELD,VID-20260507-WA0129.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,VID-20260523-WA0095.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,VID-20260523-WA0096.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260523-WA0097.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260523-WA0098.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,VID-20260523-WA0099.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260523-WA0100.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Exterior Surface Cleaning,HELD,VID-20260523-WA0101.mp4,Exterior Surface Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260523-WA0102.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260729-WA0035.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260730-WA0011.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Facade Cleaning,HELD,VID-20260730-WA0012.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Office Cleaning,HELD,VID-20260801-WA0019.mp4,Office Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Villa Cleaning,HELD,VID-20260916-WA0000.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Team / Brand,HELD,VID-20260916-WA0001.mp4,Team / Brand,General,Yes,Brand / Team Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Villa Cleaning,HELD,VID-20260916-WA0002.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,High-Level Interior Cleaning,HELD,VID-20260916-WA0004.mp4,High-Level Interior Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,VID-20260916-WA0005.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Villa Cleaning,HELD,VID-20260916-WA0006.mp4,Villa Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Glass Cleaning,HELD,VID-20260916-WA0007.mp4,Glass Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Post-Construction Cleaning,HELD,VID-20260916-WA0008.mp4,Post-Construction Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Floor Cleaning,HELD,VID-20260916-WA0009.mp4,Floor Cleaning,During,Yes,Strong Project Evidence,Yes,,Workers are identifiable or clearly visible; confirm publication consent,
Privacy Hold,Deep Cleaning,HELD,vibe-clean-pro-deep-cleaning-living-room-riyadh-001.webp,Deep Cleaning,During,Excellent,Strong Project Evidence,Maybe,,عاملان ظاهران,
Provenance Flag,Air Conditioner Cleaning,FLAGGED,vibe-clean-pro-air-conditioner-cleaning-service-riyadh.webp,Air Conditioner Cleaning,During,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Commercial Cleaning,FLAGGED,vibe-clean-pro-commercial-cleaning-after-001.webp,Commercial Cleaning,After,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Commercial Cleaning,FLAGGED,vibe-clean-pro-commercial-corridor-cleaning-after-001.webp,Commercial Cleaning,After,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Commercial Cleaning,FLAGGED,vibe-clean-pro-commercial-warehouse-floor-cleaning-after-001-1.webp,Commercial Cleaning,After,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Commercial Cleaning,FLAGGED,vibe-clean-pro-commercial-warehouse-floor-cleaning-after-001.webp,Commercial Cleaning,After,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Commercial Cleaning,FLAGGED,vibe-clean-pro-warehouse-floor-cleaning-after-001.webp,Commercial Cleaning,After,Good,Useful Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Provenance Flag,Water Tank Cleaning,FLAGGED,vibe-clean-pro-water-tank-cleaning-riyadh-001.webp,Water Tank Cleaning,During,Good,Strong Project Evidence,No,,يحتاج تأكيد المصدر — أسلوب تصوير مختلف عن باقي المكتبة,
Duplicate,IMG-20260801-WA0010.webp,IGNORED COPY,vibe-clean-pro-bathroom-cleaning-worker-stage-during.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-bathroom-cleaning-worker-riyadh-001-2.webp,
Duplicate,IMG-20260801-WA0009.webp,IGNORED COPY,vibe-clean-pro-commercial-cleaning-office-bathroom-after-001.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-commercial-bathroom-cleaning-after-001-1.webp,
Duplicate,IMG-20260801-WA0004.webp,IGNORED COPY,vibe-clean-pro-commercial-cleaning-bathroom-stage-001.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-commercial-cleaning-bathroom-stage-001-1.webp,
Duplicate,IMG-20260801-WA0006.webp,IGNORED COPY,vibe-clean-pro-commercial-cleaning-bathroom-stalls-001.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-commercial-cleaning-bathroom-stalls-001-1.webp,
Duplicate,IMG-20260801-WA0013.webp,IGNORED COPY,vibe-clean-pro-commercial-corridor-cleaning-stage-001.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-commercial-cleaning-corridor-stage-001-2.webp,
Duplicate,IMG-20260801-WA0017.webp,IGNORED COPY,vibe-clean-pro-floor-cleaning-service-stage-001.webp,Villa Cleaning,,,,,,same hash as vibe-clean-pro-floor-cleaning-service-stage-001-1.webp,
Duplicate,img_69ace5273a98c2.98368657.webp,IGNORED COPY,vibe-clean-pro-glass-cleaning-office-during-001-1.webp,Glass Cleaning,,,,,,same hash as vibe-clean-pro-glass-cleaning-office-001.webp,
